<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>13f_q4_2012_ren.txt
<DESCRIPTION>13F - Q4 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  December 31, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies LLC
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    February 14, 2013
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2815
Form 13F Information Table Value (x $1000) Total:  $34361721

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
SEATTLE GENETICS INC         COM              812578102     9614   414913 SH       SOLE                  154382        0   260531
SECURITY NATL FINL CORP      CL A NEW         814785309      729    82994 SH       SOLE                    7600        0    75394
SELECT COMFORT CORP          COM              81616X103    12760   487600 SH       SOLE                  487600        0        0
SELECT INCOME REIT           COM SH BEN INT   81618T100     2519   101695 SH       SOLE                   11500        0    90195
SELECT MED HLDGS CORP        COM              81619Q105      521    55300 SH       SOLE                   55300        0        0
SELECT SECTOR SPDR TR        SBI CONS DISCR   81369Y407      451     9500 SH       SOLE                    9500        0        0
SELECT SECTOR SPDR TR        SBI INT-FINL     81369Y605    20701  1263000 SH       SOLE                 1263000        0        0
SELECT SECTOR SPDR TR        SBI INT-INDS     81369Y704     1565    41300 SH       SOLE                   41300        0        0
SELECT SECTOR SPDR TR        SBI INT-UTILS    81369Y886     1816    52000 SH       SOLE                   52000        0        0
SELECT SECTOR SPDR TR        SBI MATERIALS    81369Y100     2429    64700 SH       SOLE                   64700        0        0
SELECTICA INC                COM NEW          816288203      703   108114 SH       SOLE                  108114        0        0
SEMGROUP CORP                CL A             81663A105    19606   501700 SH       SOLE                  379014        0   122686
SEMICONDUCTOR MFG INTL CORP  SPONSORED ADR    81663N206     3618  1418800 SH       SOLE                 1305600        0   113200
SEMILEDS CORP                COM              816645105      376   464800 SH       SOLE                  464800        0        0
SENIOR HSG PPTYS TR          SH BEN INT       81721M109      416    17600 SH       SOLE                      86        0    17514
SENOMYX INC                  COM              81724Q107      569   338732 SH       SOLE                  211493        0   127239
SENSATA TECHNOLOGIES HLDG BV SHS              N7902X106      594    18300 SH       SOLE                    3800        0    14500
SENSIENT TECHNOLOGIES CORP   COM              81725T100      981    27600 SH       SOLE                      87        0    27513
SERVICE CORP INTL            COM              817565104     2552   184800 SH       SOLE                   24936        0   159864
SERVICESOURCE INTL LLC       COM              81763U100     1956   334375 SH       SOLE                  102731        0   231644
SHANDA GAMES LTD             SP ADR REPTG A   81941U105     3509  1154416 SH       SOLE                  836880        0   317536
SHANGPHARMA CORP             SPONSORED ADR    81943P104      225    26224 SH       SOLE                   10500        0    15724
SHARPS COMPLIANCE CORP       COM              820017101      147    65200 SH       SOLE                   65200        0        0
SHAW COMMUNICATIONS INC      CL B CONV        82028K200      423    18400 SH       SOLE                   18400        0        0
SHAW GROUP INC               COM              820280105    21991   471800 SH       SOLE                   94760        0   377040
SHENANDOAH TELECOMMUNICATION COM              82312B106     1476    96400 SH       SOLE                   96400        0        0
SHENGKAI INNOVATIONS INC     COM NEW          82321P203      263   365300 SH       SOLE                  365300        0        0
SHERWIN WILLIAMS CO          COM              824348106    47792   310700 SH       SOLE                  147101        0   163599
SHFL ENTMT INC               COM              78423R105     3075   212044 SH       SOLE                   54070        0   157974
SHIP FINANCE INTERNATIONAL L SHS              G81075106    14610   878532 SH       SOLE                  388528        0   490004
SHIRE PLC                    SPONSORED ADR    82481R106    55595   603112 SH       SOLE                  496520        0   106592
SHORE BANCSHARES INC         COM              825107105      228    42300 SH       SOLE                   42300        0        0
SHORETEL INC                 COM              825211105     2310   544771 SH       SOLE                  511174        0    33597
SI FINL GROUP INC MD         COM              78425V104      638    55500 SH       SOLE                   55500        0        0
SIEBERT FINL CORP            COM              826176109       40    24000 SH       SOLE                   24000        0        0
SIEMENS A G                  SPONSORED ADR    826197501    18706   170877 SH       SOLE                   46073        0   124804
SIERRA WIRELESS INC          COM              826516106     1363   171584 SH       SOLE                  154197        0    17387
SIFCO INDS INC               COM              826546103      365    23200 SH       SOLE                   23200        0        0
SIGMA DESIGNS INC            COM              826565103     1858   360800 SH       SOLE                  360800        0        0
SIGMATRON INTL INC           COM              82661L101      256    62200 SH       SOLE                   62200        0        0
SIGNATURE BK NEW YORK N Y    COM              82669G104     6469    90674 SH       SOLE                    3098        0    87576
SILGAN HOLDINGS INC          COM              827048109     1626    39140 SH       SOLE                    6516        0    32624
SILICOM LTD                  ORD              M84116108      436    24300 SH       SOLE                   23700        0      600
SILICON IMAGE INC            COM              82705T102    11380  2294367 SH       SOLE                 2294367        0        0
SILICON LABORATORIES INC     COM              826919102     5484   131200 SH       SOLE                  131200        0        0
SILICON MOTION TECHNOLOGY CO SPONSORED ADR    82706C108     4918   345879 SH       SOLE                  241542        0   104337
SILICONWARE PRECISION INDS L SPONSD ADR SPL   827084864      819   153420 SH       SOLE                   91257        0    62163
SILVER STD RES INC           COM              82823L106     5690   382083 SH       SOLE                  126014        0   256069
SILVER WHEATON CORP          COM              828336107    95023  2633600 SH       SOLE                 1708244        0   925356
SILVERCORP METALS INC        COM              82835P103    21530  4205000 SH       SOLE                 4205000        0        0
SIMCERE PHARMACEUTICAL GROUP SPON ADR         82859P104      424    52700 SH       SOLE                   30600        0    22100
SIMPLICITY BANCORP           COM              828867101     1099    73521 SH       SOLE                   67100        0     6421
SIMS METAL MANAGEMENT LTD    SPONS ADR        829160100      402    40800 SH       SOLE                    3700        0    37100
SIMULATIONS PLUS INC         COM              829214105     1141   259900 SH       SOLE                  259900        0        0
SINO GLOBAL SHIPPING AMER LT COM              82935V109       34    19000 SH       SOLE                   19000        0        0
SINOCOKING COAL & COKE CH IN COM              829357102       20    16800 SH       SOLE                   16800        0        0
SINOPEC SHANGHAI PETROCHEMIC SPON ADR H       82935M109      207     5700 SH       SOLE                    1400        0     4300
SINOVAC BIOTECH LTD          SHS              P8696W104     1016   323700 SH       SOLE                  323700        0        0
SIRIUS XM RADIO INC          COM              82967N108     2194   759040 SH       SOLE                      40        0   759000
SIRONA DENTAL SYSTEMS INC    COM              82966C103     6768   105000 SH       SOLE                   16885        0    88115
SIX FLAGS ENTMT CORP NEW     COM              83001A102      386     6300 SH       SOLE                    6300        0        0
SKECHERS U S A INC           CL A             830566105     2338   126400 SH       SOLE                    1482        0   124918
SKY-MOBI LTD                 SPONSORED ADS    83084G109      269   135000 SH       SOLE                  135000        0        0
SKYLINE CORP                 COM              830830105      516   127000 SH       SOLE                  127000        0        0
SKYPEOPLE FRUIT JUICE INC    COM NEW          83086T208      238   117600 SH       SOLE                  117600        0        0
SKYWEST INC                  COM              830879102     2553   204877 SH       SOLE                  101434        0   103443
SKYWORKS SOLUTIONS INC       COM              83088M102     3428   168883 SH       SOLE                    5400        0   163483
SL GREEN RLTY CORP           COM              78440X101     6902    90040 SH       SOLE                    4651        0    85389
SM ENERGY CO                 COM              78454L100    21766   416900 SH       SOLE                  104095        0   312805
SMART BALANCE INC            COM              83169Y108     1882   145900 SH       SOLE                      79        0   145821
SMART TECHNOLOGIES INC       CL A SUB VTG S   83172R108     1228   777300 SH       SOLE                  777300        0        0
SMARTPROS LTD                COM              83171G103      118    80000 SH       SOLE                   80000        0        0
SMITH & NEPHEW PLC           SPDN ADR NEW     83175M205      997    18000 SH       SOLE                   18000        0        0
SMITH & WESSON HLDG CORP     COM              831756101     8145   965100 SH       SOLE                  965100        0        0
SMITH MICRO SOFTWARE INC     COM              832154108      641   427500 SH       SOLE                  427500        0        0
SMTC CORP                    COM NEW          832682207       86    35400 SH       SOLE                   35400        0        0
SMUCKER J M CO               COM NEW          832696405     9142   106003 SH       SOLE                       1        0   106002
SOCIEDAD QUIMICA MINERA DE C SPON ADR SER B   833635105    17978   311900 SH       SOLE                  150146        0   161754
SOHU COM INC                 COM              83408W103     9889   208900 SH       SOLE                  208900        0        0
SOLARWINDS INC               COM              83416B109    73046  1392671 SH       SOLE                 1112904        0   279767
SOLAZYME INC                 COM              83415T101     2033   258700 SH       SOLE                   73849        0   184851
SOMAXON PHARMACEUTICALS INC  COM NEW          834453201       37    12263 SH       SOLE                   12263        0        0
SONIC AUTOMOTIVE INC         CL A             83545G102      802    38400 SH       SOLE                   38400        0        0
SONIC CORP                   COM              835451105     8304   797674 SH       SOLE                  364956        0   432718
SONIC FDRY INC               COM NEW          83545R207      125    21419 SH       SOLE                   21419        0        0
SONOCO PRODS CO              COM              835495102     1674    56300 SH       SOLE                    2100        0    54200
SONUS NETWORKS INC           COM              835916107     1584   931724 SH       SOLE                   20859        0   910865
SONY CORP                    ADR NEW          835699307    10209   911500 SH       SOLE                  149343        0   762157
SORL AUTO PTS INC            COM              78461U101       85    35000 SH       SOLE                   35000        0        0
SOUTHSIDE BANCSHARES INC     COM              84470P109     2437   115716 SH       SOLE                   70533        0    45183
SOUTHWEST AIRLS CO           COM              844741108    22708  2217595 SH       SOLE                 2150015        0    67580
SOUTHWEST GAS CORP           COM              844895102     3372    79500 SH       SOLE                   79500        0        0
SOVRAN SELF STORAGE INC      COM              84610H108    21213   341600 SH       SOLE                  341600        0        0
SPAN AMER MED SYS INC        COM              846396109      634    35400 SH       SOLE                   35400        0        0
SPANISH BROADCASTING SYS INC CL A NEW         846425833      595   238020 SH       SOLE                  238020        0        0
SPARTECH CORP                COM NEW          847220209     1865   205600 SH       SOLE                  108700        0    96900
SPARTON CORP                 COM              847235108     3040   219195 SH       SOLE                  205995        0    13200
SPDR SERIES TRUST            BRC HGH YLD BD   78464A417      354     8700 SH       SOLE                    8700        0        0
SPDR SERIES TRUST            S&P METALS MNG   78464A755      912    20200 SH       SOLE                   20200        0        0
SPDR SERIES TRUST            S&P RETAIL ETF   78464A714     1503    24100 SH       SOLE                   24100        0        0
SPECTRA ENERGY PARTNERS LP   COM              84756N109     1052    33700 SH       SOLE                       0        0    33700
SPECTRUM BRANDS HLDGS INC    COM              84763R101     7876   175300 SH       SOLE                   95628        0    79672
SPEEDWAY MOTORSPORTS INC     COM              847788106      878    49200 SH       SOLE                   49200        0        0
SPIRE CORP                   COM              848565107       14    27000 SH       SOLE                   27000        0        0
SPIRIT AEROSYSTEMS HLDGS INC COM CL A         848574109    26891  1584600 SH       SOLE                  786109        0   798491
SPIRIT AIRLS INC             COM              848577102     1082    61000 SH       SOLE                       0        0    61000
SPLUNK INC                   COM              848637104    19652   677200 SH       SOLE                  172224        0   504976
SPRINT NEXTEL CORP           COM SER 1        852061100    52531  9264800 SH       SOLE                 9264800        0        0
SPX CORP                     COM              784635104    14261   203300 SH       SOLE                     166        0   203134
ST JOE CO                    COM              790148100     8526   369400 SH       SOLE                  153709        0   215691
STAG INDL INC                COM              85254J102     4830   268800 SH       SOLE                   49973        0   218827
STAMPS COM INC               COM NEW          852857200     8286   328800 SH       SOLE                  328800        0        0
STANDARD MTR PRODS INC       COM              853666105     1857    83558 SH       SOLE                    2900        0    80658
STANDARD PARKING CORP        COM              853790103     1767    80363 SH       SOLE                   76000        0     4363
STANDEX INTL CORP            COM              854231107     1647    32108 SH       SOLE                    7000        0    25108
STANLEY FURNITURE CO INC     COM NEW          854305208      247    54905 SH       SOLE                   54905        0        0
STAR BULK CARRIERS CORP      SHS NEW          Y8162K121      281    45526 SH       SOLE                   45226        0      300
STARBUCKS CORP               COM              855244109    74728  1393392 SH       SOLE                   34942        0  1358450
STARRETT L S CO              CL A             855668109     1614   166400 SH       SOLE                  166400        0        0
STARTEK INC                  COM              85569C107     1261   313000 SH       SOLE                  313000        0        0
STARWOOD HOTELS&RESORTS WRLD COM              85590A401     2031    35400 SH       SOLE                       0        0    35400
STARWOOD PPTY TR INC         COM              85571B105     5081   221284 SH       SOLE                  179756        0    41528
STATOIL ASA                  SPONSORED ADR    85771P102    24479   977598 SH       SOLE                  575711        0   401887
STEALTHGAS INC               SHS              Y81669106     2132   268800 SH       SOLE                  268800        0        0
STEC INC                     COM              784774101     7774  1576828 SH       SOLE                 1238118        0   338710
STEELCASE INC                CL A             858155203     1103    86600 SH       SOLE                       0        0    86600
STEINWAY MUSICAL INSTRS INC  COM              858495104      277    13100 SH       SOLE                   13100        0        0
STEMCELLS INC                COM NEW          85857R204       40    24300 SH       SOLE                   24300        0        0
STEREOTAXIS INC              COM NEW          85916J409      115    45042 SH       SOLE                   45042        0        0
STERICYCLE INC               COM              858912108    31185   334320 SH       SOLE                   95017        0   239303
STERIS CORP                  COM              859152100     3181    91600 SH       SOLE                     605        0    90995
STERLING BANCORP             COM              859158107      698    76673 SH       SOLE                   55200        0    21473
STERLING CONSTRUCTION CO INC COM              859241101     1218   122500 SH       SOLE                  122500        0        0
STERLING FINL CORP WASH      COM NEW          859319303     4339   207600 SH       SOLE                  207600        0        0
STERLITE INDS INDIA LTD      ADS              859737207     9212  1069900 SH       SOLE                  702642        0   367258
STEWART ENTERPRISES INC      CL A             860370105      425    55618 SH       SOLE                   11000        0    44618
STEWART INFORMATION SVCS COR COM              860372101     3377   129887 SH       SOLE                    5440        0   124447
STMICROELECTRONICS N V       NY REGISTRY      861012102      667    92289 SH       SOLE                    4531        0    87758
STONE ENERGY CORP            COM              861642106     4785   233198 SH       SOLE                    7640        0   225558
STONEMOR PARTNERS L P        COM UNITS        86183Q100      723    34722 SH       SOLE                       0        0    34722
STONERIDGE INC               COM              86183P102      462    90157 SH       SOLE                   15026        0    75131
STR HLDGS INC                COM              78478V100     1863   739416 SH       SOLE                  585650        0   153766
STRATEGIC DIAGNOSTICS INC    COM              862700101      327   305400 SH       SOLE                  305400        0        0
STRATEGIC HOTELS & RESORTS I COM              86272T106     4682   731579 SH       SOLE                  273698        0   457881
STRATTEC SEC CORP            COM              863111100      967    37465 SH       SOLE                   37465        0        0
STRAYER ED INC               COM              863236105     5409    96300 SH       SOLE                   96300        0        0
STREAMLINE HEALTH SOLUTIONS  COM              86323X106      350    61500 SH       SOLE                   56000        0     5500
STRYKER CORP                 COM              863667101    16572   302300 SH       SOLE                   32770        0   269530
STUDENT TRANSN INC           COM              86388A108      572    93042 SH       SOLE                   24596        0    68446
STURM RUGER & CO INC         COM              864159108    21833   480900 SH       SOLE                  480900        0        0
SUBURBAN PROPANE PARTNERS L  UNIT LTD PARTN   864482104     8334   214467 SH       SOLE                       0        0   214467
SUCAMPO PHARMACEUTICALS INC  CL A             864909106      909   185500 SH       SOLE                  185500        0        0
SUFFOLK BANCORP              COM              864739107     1945   148484 SH       SOLE                  145798        0     2686
SUMITOMO MITSUI FINL GROUP I SPONSORED ADR    86562M209    10270  1399229 SH       SOLE                 1272860        0   126369
SUMMER INFANT INC            COM              865646103       96    55185 SH       SOLE                     298        0    54887
SUN BANCORP INC              COM              86663B102      133    37600 SH       SOLE                   37600        0        0
SUN CMNTYS INC               COM              866674104    11600   290800 SH       SOLE                  276103        0    14697
SUN HYDRAULICS CORP          COM              866942105     4089   156775 SH       SOLE                  138500        0    18275
SUN LIFE FINL INC            COM              866796105      231     8700 SH       SOLE                    7800        0      900
SUNCOKE ENERGY INC           COM              86722A103     1567   100500 SH       SOLE                    4182        0    96318
SUNOCO LOGISTICS PRTNRS L P  COM UNITS        86764L108    22582   454099 SH       SOLE                       0        0   454099
SUNOPTA INC                  COM              8676EP108      312    55430 SH       SOLE                     300        0    55130
SUNRISE SENIOR LIVING INC    COM              86768K106    11372   790800 SH       SOLE                  330436        0   460364
SUNSTONE HOTEL INVS INC NEW  COM              867892101     8515   795019 SH       SOLE                  328738        0   466281
SUNTECH PWR HLDGS CO LTD     ADR              86800C104     5964  3897743 SH       SOLE                 3869500        0    28243
SUPERIOR INDS INTL INC       COM              868168105      465    22800 SH       SOLE                   22800        0        0
SUPERIOR UNIFORM GP INC      COM              868358102      634    55400 SH       SOLE                   55400        0        0
SUPERMEDIA INC               COM              868447103      929   271500 SH       SOLE                  271500        0        0
SUPERTEL HOSPITALITY INC MD  COM              868526104       14    13900 SH       SOLE                   13900        0        0
SUPERTEX INC                 COM              868532102     2598   148040 SH       SOLE                  142600        0     5440
SUPERVALU INC                COM              868536103     3062  1239502 SH       SOLE                    5210        0  1234292
SUPPORT COM INC              COM              86858W101     1418   339929 SH       SOLE                  317500        0    22429
SUPREME INDS INC             CL A             868607102      323    94451 SH       SOLE                   94451        0        0
SURMODICS INC                COM              868873100     4929   220438 SH       SOLE                  186800        0    33638
SUSQUEHANNA BANCSHARES INC P COM              869099101    25100  2395016 SH       SOLE                 2395016        0        0
SUSSER HLDGS CORP            COM              869233106    15762   457000 SH       SOLE                  426176        0    30824
SUTOR TECH GROUP LTD         COM              869362103       60    62500 SH       SOLE                   62500        0        0
SVB FINL GROUP               COM              78486Q101     8068   144157 SH       SOLE                   31169        0   112988
SWIFT ENERGY CO              COM              870738101     4377   284400 SH       SOLE                  105849        0   178551
SWIFT TRANSN CO              CL A             87074U101     4891   536300 SH       SOLE                  122133        0   414167
SWISHER HYGIENE INC          COM              870808102      335   191509 SH       SOLE                    1085        0   190424
SWS GROUP INC                COM              78503N107     1007   190320 SH       SOLE                  142272        0    48048
SYCAMORE NETWORKS INC        COM NEW          871206405      563   251179 SH       SOLE                   85705        0   165474
SYKES ENTERPRISES INC        COM              871237103      500    32873 SH       SOLE                      80        0    32793
SYMANTEC CORP                COM              871503108    39999  2125338 SH       SOLE                  672849        0  1452489
SYMMETRICOM INC              COM              871543104     7573  1312500 SH       SOLE                 1312500        0        0
SYMMETRY MED INC             COM              871546206      506    48100 SH       SOLE                    9400        0    38700
SYNAGEVA BIOPHARMA CORP      COM              87159A103     6611   142820 SH       SOLE                  142820        0        0
SYNAPTICS INC                COM              87157D109    18102   604000 SH       SOLE                  604000        0        0
SYNERGETICS USA INC          COM              87160G107      448    93300 SH       SOLE                   93300        0        0
SYNERGY RES CORP             COM              87164P103      244    45200 SH       SOLE                       0        0    45200
SYNERON MEDICAL LTD          ORD SHS          M87245102     5699   657306 SH       SOLE                  657306        0        0
SYNGENTA AG                  SPONSORED ADR    87160A100     8347   103300 SH       SOLE                   22024        0    81276
SYNNEX CORP                  COM              87162W100     3882   112900 SH       SOLE                   46482        0    66418
SYNOPSYS INC                 COM              871607107    30111   945834 SH       SOLE                  727026        0   218808
SYNTEL INC                   COM              87162H103    21183   394995 SH       SOLE                  279066        0   115929
SYNTROLEUM CORP              COM              871630109      115   290852 SH       SOLE                   15800        0   275052
SYNUTRA INTL INC             COM              87164C102      274    59100 SH       SOLE                   59100        0        0
SYPRIS SOLUTIONS INC         COM              871655106     1535   387600 SH       SOLE                  387600        0        0
SYSTEMAX INC                 COM              871851101      190    19700 SH       SOLE                   19700        0        0
SYSWIN INC                   SPONSORED ADR    872058102      236   121800 SH       SOLE                  121800        0        0
TAHOE RES INC                COM              873868103      310    16900 SH       SOLE                     600        0    16300
TAIWAN SEMICONDUCTOR MFG LTD SPONSORED ADR    874039100   234957 13692151 SH       SOLE                13692151        0        0
TAL ED GROUP                 ADS REPSTG COM   874080104     2041   212600 SH       SOLE                  163900        0    48700
TALISMAN ENERGY INC          COM              87425E103     3563   314500 SH       SOLE                    3300        0   311200
TANGER FACTORY OUTLET CTRS I COM              875465106     4634   135500 SH       SOLE                   57900        0    77600
TANZANIAN ROYALTY EXPL CORP  COM              87600U104       76    17167 SH       SOLE                       0        0    17167
TAOMEE HLDGS LTD             SPONSORED ADR    87600Y106      235    65900 SH       SOLE                   65900        0        0
TARGA RES CORP               COM              87612G101     6732   127400 SH       SOLE                   35366        0    92034
TARGA RESOURCES PARTNERS LP  COM UNIT         87611X105     1807    48346 SH       SOLE                       0        0    48346
TARGACEPT INC                COM              87611R306     1465   334535 SH       SOLE                   19784        0   314751
TARO PHARMACEUTICAL INDS LTD SHS              M8737E108     4169    86000 SH       SOLE                   76000        0    10000
TASEKO MINES LTD             COM              876511106      892   296700 SH       SOLE                   67300        0   229400
TASER INTL INC               COM              87651B104    13643  1526052 SH       SOLE                 1341400        0   184652
TAT TECHNOLOGIES LTD         ORD NEW          M8740S227      567   101700 SH       SOLE                  101700        0        0
TATA COMMUNICATIONS LTD      SPONS ADR        876564105      558    65000 SH       SOLE                   65000        0        0
TAUBMAN CTRS INC             COM              876664103    15531   197300 SH       SOLE                   28828        0   168472
TAYLOR CAP GROUP INC         COM              876851106     4761   263784 SH       SOLE                  214378        0    49406
TC PIPELINES LP              UT COM LTD PRT   87233Q108     1751    43373 SH       SOLE                       0        0    43373
TD AMERITRADE HLDG CORP      COM              87236Y108    53633  3190526 SH       SOLE                 1690716        0  1499810
TE CONNECTIVITY LTD          REG SHS          H84989104    27769   748100 SH       SOLE                  163978        0   584122
TEAM HEALTH HOLDINGS INC     COM              87817A107     6427   223400 SH       SOLE                  219244        0     4156
TEAVANA HLDGS INC            COM              87819P102     1235    79700 SH       SOLE                     500        0    79200
TECHNE CORP                  COM              878377100    64636   945800 SH       SOLE                  889107        0    56693
TECHNICAL COMMUNICATIONS COR COM              878409101       82    18300 SH       SOLE                   18300        0        0
TECHTARGET INC               COM              87874R100      521    93900 SH       SOLE                   93900        0        0
TECUMSEH PRODS CO            CL A             878895200     2409   521351 SH       SOLE                  488842        0    32509
TEEKAY LNG PARTNERS L P      PRTNRSP UNITS    Y8564M105     5913   156500 SH       SOLE                       0        0   156500
TEEKAY OFFSHORE PARTNERS L P PARTNERSHIP UN   Y8565J101     2819   108400 SH       SOLE                       0        0   108400
TEEKAY TANKERS LTD           CL A             Y8565N102      183    63030 SH       SOLE                    3260        0    59770
TEJON RANCH CO               COM              879080109      660    23496 SH       SOLE                     700        0    22796
TELECOM ARGENTINA S A        SPON ADR REP B   879273209    32914  2892300 SH       SOLE                 2817116        0    75184
TELECOM ITALIA S P A NEW     SPON ADR ORD     87927Y102     2027   224000 SH       SOLE                   63335        0   160665
TELECOM ITALIA S P A NEW     SPON ADR SVGS    87927Y201      936   118500 SH       SOLE                    2180        0   116320
TELECOMMUNICATION SYS INC    CL A             87929J103     2008   812846 SH       SOLE                  708450        0   104396
TELEDYNE TECHNOLOGIES INC    COM              879360105     3943    60600 SH       SOLE                   20030        0    40570
TELEFLEX INC                 COM              879369106     1583    22200 SH       SOLE                    2473        0    19727
TELEFONICA S A               SPONSORED ADR    879382208     1253    92920 SH       SOLE                    8242        0    84678
TELENAV INC                  COM              879455103     3564   446200 SH       SOLE                  446200        0        0
TELEPHONE & DATA SYS INC     COM NEW          879433829     8790   397008 SH       SOLE                  397008        0        0
TELIK INC                    COM NEW          87959M208       99    75852 SH       SOLE                   75852        0        0
TELLABS INC                  COM              879664100      696   305400 SH       SOLE                  305400        0        0
TELULAR CORP                 COM NEW          87970T208     8914   941240 SH       SOLE                  900500        0    40740
TELUS CORP                   NON-VTG SHS      87971M202    60473   928300 SH       SOLE                  886317        0    41983
TENARIS S A                  SPONSORED ADR    88031M109    25211   601400 SH       SOLE                  159210        0   442190
TENGASCO INC                 COM NEW          88033R205       20    33800 SH       SOLE                   33800        0        0
TENNANT CO                   COM              880345103     2171    49400 SH       SOLE                   49400        0        0
TENNECO INC                  COM              880349105    10101   287700 SH       SOLE                  111867        0   175833
TERADATA CORP DEL            COM              88076W103    57508   929200 SH       SOLE                  378350        0   550850
TEREX CORP NEW               COM              880779103     8402   298900 SH       SOLE                    1895        0   297005
TERNIUM SA                   SPON ADR         880890108     4621   196200 SH       SOLE                    6858        0   189342
TERRA NITROGEN CO L P        COM UNIT         881005201    13787    64400 SH       SOLE                       0        0    64400
TERRITORIAL BANCORP INC      COM              88145X108     2367   103600 SH       SOLE                  103600        0        0
TESCO CORP                   COM              88157K101     1346   118135 SH       SOLE                   12860        0   105275
TESORO CORP                  COM              881609101    65331  1483100 SH       SOLE                  467092        0  1016008
TESORO LOGISTICS LP          COM UNIT LP      88160T107     1331    30398 SH       SOLE                       0        0    30398
TESSCO TECHNOLOGIES INC      COM              872386107     5763   260300 SH       SOLE                  260300        0        0
TESSERA TECHNOLOGIES INC     COM              88164L100    22045  1340100 SH       SOLE                 1340100        0        0
TETRA TECH INC NEW           COM              88162G103     9969   376620 SH       SOLE                  176754        0   199866
TETRA TECHNOLOGIES INC DEL   COM              88162F105     4303   566900 SH       SOLE                  281566        0   285334
TEVA PHARMACEUTICAL INDS LTD ADR              881624209    62883  1684063 SH       SOLE                  482574        0  1201489
TEXAS INDS INC               COM              882491103      485     9500 SH       SOLE                     452        0     9048
TEXAS PAC LD TR              SUB CTF PROP I T 882610108      379     7100 SH       SOLE                       0        0     7100
TEXAS ROADHOUSE INC          COM              882681109     8734   519872 SH       SOLE                  345001        0   174871
TEXTAINER GROUP HOLDINGS LTD SHS              G8766E109     1214    38600 SH       SOLE                     700        0    37900
TF FINL CORP                 COM              872391107      354    14839 SH       SOLE                   14839        0        0
TFS FINL CORP                COM              87240R107    47937  4983022 SH       SOLE                 4747560        0   235462
TGC INDS INC                 COM NEW          872417308     3880   473796 SH       SOLE                  470296        0     3500
THE9 LTD                     ADR              88337K104     2323   787300 SH       SOLE                  787300        0        0
THERAGENICS CORP             COM              883375107     2487  1564400 SH       SOLE                 1564400        0        0
THERAVANCE INC               COM              88338T104      928    41720 SH       SOLE                   16486        0    25234
THERMOGENESIS CORP           COM PAR $0.001   883623308      157   187200 SH       SOLE                  187200        0        0
THESTREET INC                COM              88368Q103     1128   675400 SH       SOLE                  675400        0        0
THOMAS PPTYS GROUP INC       COM              884453101     4009   741120 SH       SOLE                  709900        0    31220
THOMPSON CREEK METALS CO INC COM              884768102     3471   836300 SH       SOLE                   33226        0   803074
THOMSON REUTERS CORP         COM              884903105    11895   409400 SH       SOLE                  116553        0   292847
THORATEC CORP                COM NEW          885175307    43476  1158739 SH       SOLE                 1001848        0   156891
TIANLI AGRITECH INC          SHS              G8883T104       49    57600 SH       SOLE                   57600        0        0
TIANYIN PHARMACEUTICAL CO IN COM              88630M104      234   390400 SH       SOLE                  390400        0        0
TIBCO SOFTWARE INC           COM              88632Q103    39042  1776265 SH       SOLE                  445299        0  1330966
TIDEWATER INC                COM              886423102    10151   227200 SH       SOLE                   12823        0   214377
TIGERLOGIC CORPORATION       COM              8867EQ101       33    16900 SH       SOLE                   16900        0        0
TIM HORTONS INC              COM              88706M103    10043   204200 SH       SOLE                  146719        0    57481
TIM PARTICIPACOES S A        SPONSORED ADR    88706P205    21995  1109738 SH       SOLE                  399981        0   709757
TIMBERLAND BANCORP INC       COM              887098101      682    98300 SH       SOLE                   98300        0        0
TIMMINS GOLD CORP            COM              88741P103       57    18900 SH       SOLE                       0        0    18900
TITAN INTL INC ILL           COM              88830M102     8547   393500 SH       SOLE                  131641        0   261859
