Filing Date,Company,CUSIP,Value (x1000 USD),Shares
09-30-2020,CHEESECAKE FACTORY INC,163072101,1816,65448
09-30-2020,CHEESECAKE FACTORY INC,163072101,635,22875
09-30-2020,CHEESECAKE FACTORY INC,163072101,72,2584
09-30-2020,CHEESECAKE FACTORY INC,163072101,136,4894
09-30-2020,CHEFS WHSE INC,163086101,542,37303
09-30-2020,CHEFS WHSE INC,163086101,3,200
09-30-2020,CHEFS WHSE INC,163086101,7,471
09-30-2020,CHEFS WHSE INC,163086101,2185,150293
09-30-2020,CHEFS WHSE INC,163086101,1020,70147
09-30-2020,CHEFS WHSE INC,163086101,51134,3516749
09-30-2020,CHEFS WHSE INC,163086101,14521,998684
09-30-2020,CHEFS WHSE INC,163086101,30,2054
09-30-2020,CHEFS WHSE INC,163086101,223,15348
09-30-2020,CHEFS WHSE INC,163086101,45,3080
09-30-2020,CHEFS WHSE INC,163086101,728,50067
09-30-2020,CHEFS WHSE INC,163086101,32,2207
09-30-2020,CHEGG INC,163092109,19751,276465
09-30-2020,CHEGG INC,163092109,50,696
09-30-2020,CHEGG INC,163092109,168,2353
09-30-2020,CHEGG INC,163092109,4966,69508
09-30-2020,CHEGG INC,163092109,91030,1274214
09-30-2020,CHEGG INC,163092109,123640,1730680
09-30-2020,CHEGG INC,163092109,231823,3245005
09-30-2020,CHEGG INC,163092109,226,3158
09-30-2020,CHEGG INC,163092109,19520,273232
09-30-2020,CHEGG INC,163092109,17306,242246
09-30-2020,CHEGG INC,163092109,1250,17497
09-30-2020,CHEGG INC,163092109,4389,61439
09-30-2020,CHEGG INC,163092109,5221,73080
09-30-2020,CHEGG INC,163092109,88009,1231935
09-30-2020,CHEGG INC,163092109,214,2991
09-30-2020,CHEGG INC,163092109,956,13384
09-30-2020,CHEGG INC,163092AD1,5668,3725000
09-30-2020,CHEMBIO DIAGNOSTICS INC,163572209,39,7989
09-30-2020,CHEMBIO DIAGNOSTICS INC,163572209,386,79433
09-30-2020,CHEMBIO DIAGNOSTICS INC,163572209,183,37704
09-30-2020,CHEMBIO DIAGNOSTICS INC,163572209,2956,608333
09-30-2020,CHEMBIO DIAGNOSTICS INC,163572209,2119,436025
09-30-2020,CHEMED CORP NEW,16359R103,19379,40344
09-30-2020,CHEMED CORP NEW,16359R103,42,87
09-30-2020,CHEMED CORP NEW,16359R103,144,300
09-30-2020,CHEMED CORP NEW,16359R103,792,1649
09-30-2020,CHEMED CORP NEW,16359R103,21399,44549
09-30-2020,CHEMED CORP NEW,16359R103,13537,28182
09-30-2020,CHEMED CORP NEW,16359R103,817,1700
09-30-2020,CHEMED CORP NEW,16359R103,397265,827032
09-30-2020,CHEMED CORP NEW,16359R103,235456,490176
09-30-2020,CHEMED CORP NEW,16359R103,61,127
09-30-2020,CHEMED CORP NEW,16359R103,4538,9448
09-30-2020,CHEMED CORP NEW,16359R103,1044,2173
09-30-2020,CHEMED CORP NEW,16359R103,4231,8808
09-30-2020,CHEMED CORP NEW,16359R103,146,304
09-30-2020,CHEMED CORP NEW,16359R103,401,835
09-30-2020,CHEMED CORP NEW,16359R103,154,321
09-30-2020,CHEMED CORP NEW,16359R103,824,1716
09-30-2020,CHEMOCENTRYX INC,16383L106,2399,43786
09-30-2020,CHEMOCENTRYX INC,16383L106,13,235
09-30-2020,CHEMOCENTRYX INC,16383L106,49,894
09-30-2020,CHEMOCENTRYX INC,16383L106,10729,195784
09-30-2020,CHEMOCENTRYX INC,16383L106,14965,273093
09-30-2020,CHEMOCENTRYX INC,16383L106,49,900
09-30-2020,CHEMOCENTRYX INC,16383L106,125239,2285391
09-30-2020,CHEMOCENTRYX INC,16383L106,74146,1353028
09-30-2020,CHEMOCENTRYX INC,16383L106,67,1228
09-30-2020,CHEMOCENTRYX INC,16383L106,26,482
09-30-2020,CHEMOCENTRYX INC,16383L106,1409,25703
09-30-2020,CHEMOCENTRYX INC,16383L106,324,5919
09-30-2020,CHEMOCENTRYX INC,16383L106,11606,211796
09-30-2020,CHEMOCENTRYX INC,16383L106,3707,67641
09-30-2020,CHEMOCENTRYX INC,16383L106,65,1188
09-30-2020,CHEMOCENTRYX INC,16383L106,294,5366
09-30-2020,CHEMOURS CO,163851108,9264,443043
09-30-2020,CHEMOURS CO,163851108,18,859
09-30-2020,CHEMOURS CO,163851108,112,5366
09-30-2020,CHEMOURS CO,163851108,8883,424810
09-30-2020,CHEMOURS CO,163851108,858,41035
09-30-2020,CHEMOURS CO,163851108,149524,7150822
09-30-2020,CHEMOURS CO,163851108,106881,5111487
09-30-2020,CHEMOURS CO,163851108,35,1685
09-30-2020,CHEMOURS CO,163851108,1532,73284
09-30-2020,CHEMOURS CO,163851108,451,21584
09-30-2020,CHEMOURS CO,163851108,1334,63795
09-30-2020,CHEMOURS CO,163851108,291,13937
09-30-2020,CHEMOURS CO,163851108,14,669
09-30-2020,CHEMOURS CO,163851108,283,13520
09-30-2020,CHEMOURS CO,163851108,368,17621
09-30-2020,CHEMUNG FINL CORP,164024101,89,3098
09-30-2020,CHEMUNG FINL CORP,164024101,403,13962
09-30-2020,CHEMUNG FINL CORP,164024101,209,7229
09-30-2020,CHEMUNG FINL CORP,164024101,3381,117109
09-30-2020,CHEMUNG FINL CORP,164024101,1025,35515
09-30-2020,CHENIERE ENERGY INC,16411R208,23149,500310
09-30-2020,CHENIERE ENERGY INC,16411R208,5855,126540
09-30-2020,CHENIERE ENERGY INC,16411R208,16743,361864
09-30-2020,CHENIERE ENERGY INC,16411R208,39,833
09-30-2020,CHENIERE ENERGY INC,16411R208,847,18312
09-30-2020,CHENIERE ENERGY INC,16411R208,3,65
09-30-2020,CHENIERE ENERGY INC,16411R208,8402,181583
09-30-2020,CHENIERE ENERGY INC,16411R208,8549,184774
09-30-2020,CHENIERE ENERGY INC,16411R208,256903,5552269
09-30-2020,CHENIERE ENERGY INC,16411R208,263897,5703415
09-30-2020,CHENIERE ENERGY INC,16411R208,7100,153446
09-30-2020,CHENIERE ENERGY INC,16411R208,14320,309496
09-30-2020,CHENIERE ENERGY INC,16411R208,47087,1017650
09-30-2020,CHENIERE ENERGY INC,16411R208,2029,43852
09-30-2020,CHENIERE ENERGY INC,16411R208,2307,49868
09-30-2020,CHENIERE ENERGY INC,16411R208,20547,444068
09-30-2020,CHENIERE ENERGY INC,16411R208,3515,75958
09-30-2020,CHENIERE ENERGY INC,16411R208,3891,84097
09-30-2020,CHENIERE ENERGY INC,16411R208,6491,140284
09-30-2020,CHENIERE ENERGY INC,16411R208,256,5528
09-30-2020,CHENIERE ENERGY INC,16411RAG4,1627,2275000
09-30-2020,CHERRY HILL MTG INVT CORP,164651101,144,16028
09-30-2020,CHERRY HILL MTG INVT CORP,164651101,3,352
09-30-2020,CHERRY HILL MTG INVT CORP,164651101,525,58501
09-30-2020,CHERRY HILL MTG INVT CORP,164651101,277,30849
09-30-2020,CHERRY HILL MTG INVT CORP,164651101,8008,891720
09-30-2020,CHERRY HILL MTG INVT CORP,164651101,5281,588116
09-30-2020,CHESAPEAKE UTILS CORP,165303108,896,10632
09-30-2020,CHESAPEAKE UTILS CORP,165303108,22,265
09-30-2020,CHESAPEAKE UTILS CORP,165303108,1959,23241
09-30-2020,CHESAPEAKE UTILS CORP,165303108,6516,77295
09-30-2020,CHESAPEAKE UTILS CORP,165303108,2596,30797
09-30-2020,CHESAPEAKE UTILS CORP,165303108,149144,1769205
09-30-2020,CHESAPEAKE UTILS CORP,165303108,38799,460244
09-30-2020,CHESAPEAKE UTILS CORP,165303108,27,318
09-30-2020,CHESAPEAKE UTILS CORP,165303108,825,9789
09-30-2020,CHESAPEAKE UTILS CORP,165303108,230,2731
09-30-2020,CHESAPEAKE UTILS CORP,165303108,1856,22015
09-30-2020,CHESAPEAKE UTILS CORP,165303108,6,74
09-30-2020,CHESAPEAKE UTILS CORP,165303108,66,780
09-30-2020,CHESAPEAKE UTILS CORP,165303108,135,1602
09-30-2020,CHEVRON CORP NEW,166764100,341960,4749447
09-30-2020,CHEVRON CORP NEW,166764100,62034,861583
09-30-2020,CHEVRON CORP NEW,166764100,140088,1945665
09-30-2020,CHEVRON CORP NEW,166764100,2675,37152
09-30-2020,CHEVRON CORP NEW,166764100,16584,230332
09-30-2020,CHEVRON CORP NEW,166764100,15,208
09-30-2020,CHEVRON CORP NEW,166764100,295781,4108076
09-30-2020,CHEVRON CORP NEW,166764100,125177,1738566
09-30-2020,CHEVRON CORP NEW,166764100,3336827,46344816
09-30-2020,CHEVRON CORP NEW,166764100,3153634,43800474
09-30-2020,CHEVRON CORP NEW,166764100,94789,1316511
09-30-2020,CHEVRON CORP NEW,166764100,159414,2214085
09-30-2020,CHEVRON CORP NEW,166764100,739177,10266346
09-30-2020,CHEVRON CORP NEW,166764100,26328,365668
09-30-2020,CHEVRON CORP NEW,166764100,37971,527376
09-30-2020,CHEVRON CORP NEW,166764100,493650,6856255
09-30-2020,CHEVRON CORP NEW,166764100,44323,615602
09-30-2020,CHEVRON CORP NEW,166764100,14656,203551
09-30-2020,CHEVRON CORP NEW,166764100,190949,2652074
09-30-2020,CHEVRON CORP NEW,166764100,105727,1468428
09-30-2020,CHEVRON CORP NEW,166764100,2997,41625
09-30-2020,CHEWY INC,16679L109,59,1081
09-30-2020,CHEWY INC,16679L109,8532,155600
09-30-2020,CHEWY INC,16679L109,56482,1030126
09-30-2020,CHEWY INC,16679L109,1832,33406
09-30-2020,CHEWY INC,16679L109,20,369
09-30-2020,CHEWY INC,16679L109,71,1300
09-30-2020,CHEWY INC,16679L109,71,1300
09-30-2020,CHEWY INC,16679L109,844,15400
09-30-2020,CHEWY INC,16679L109,10681,194800
09-30-2020,CHEWY INC,16679L109,526,9600
09-30-2020,CHEWY INC,16679L109,4107,74900
09-30-2020,CHIASMA INC,16706W102,85,19652
09-30-2020,CHIASMA INC,16706W102,4,857
09-30-2020,CHIASMA INC,16706W102,775,180200
09-30-2020,CHIASMA INC,16706W102,398,92498
09-30-2020,CHIASMA INC,16706W102,9248,2150628
09-30-2020,CHIASMA INC,16706W102,5195,1208220
09-30-2020,CHIASMA INC,16706W102,54,12646
09-30-2020,CHICAGO RIVET & MACH CO,168088102,3,125
09-30-2020,CHICAGO RIVET & MACH CO,168088102,0,1
09-30-2020,CHICKEN SOUP FOR THE SOUL EN,16842Q100,43,3008
09-30-2020,CHICOS FAS INC,168615102,112,115401
09-30-2020,CHICOS FAS INC,168615102,3,2822
09-30-2020,CHICOS FAS INC,168615102,602,618792
09-30-2020,CHICOS FAS INC,168615102,614,631000
09-30-2020,CHICOS FAS INC,168615102,12870,13234206
09-30-2020,CHICOS FAS INC,168615102,4251,4371033
09-30-2020,CHICOS FAS INC,168615102,31,32271
09-30-2020,CHICOS FAS INC,168615102,200,205288
09-30-2020,CHICOS FAS INC,168615102,134,137728
09-30-2020,CHICOS FAS INC,168615102,29,29945
09-30-2020,CHILDRENS PL INC,168905107,317,11184
09-30-2020,CHILDRENS PL INC,168905107,2,63
09-30-2020,CHILDRENS PL INC,168905107,8,281
09-30-2020,CHILDRENS PL INC,168905107,1812,63902
09-30-2020,CHILDRENS PL INC,168905107,1106,38999
09-30-2020,CHILDRENS PL INC,168905107,44546,1571284
09-30-2020,CHILDRENS PL INC,168905107,11456,404103
09-30-2020,CHILDRENS PL INC,168905107,134,4735
09-30-2020,CHILDRENS PL INC,168905107,61,2147
09-30-2020,CHILDRENS PL INC,168905107,659,23238
09-30-2020,CHILDRENS PL INC,168905107,46,1632
09-30-2020,CHIMERA INVT CORP,16934Q208,1866,227576
09-30-2020,CHIMERA INVT CORP,16934Q208,7,849
09-30-2020,CHIMERA INVT CORP,16934Q208,47,5722
09-30-2020,CHIMERA INVT CORP,16934Q208,5579,680402
09-30-2020,CHIMERA INVT CORP,16934Q208,2933,357693
09-30-2020,CHIMERA INVT CORP,16934Q208,89316,10892209
09-30-2020,CHIMERA INVT CORP,16934Q208,46777,5704572
09-30-2020,CHIMERA INVT CORP,16934Q208,644,78587
09-30-2020,CHIMERA INVT CORP,16934Q208,231,28151
09-30-2020,CHIMERA INVT CORP,16934Q208,794,96853
09-30-2020,CHIMERA INVT CORP,16934Q208,77,9399
09-30-2020,CHIMERA INVT CORP,16934Q208,173,21082
09-30-2020,CHIMERIX INC,16934W106,158,63286
09-30-2020,CHIMERIX INC,16934W106,3,1158
09-30-2020,CHIMERIX INC,16934W106,464,186342
09-30-2020,CHIMERIX INC,16934W106,485,194614
09-30-2020,CHIMERIX INC,16934W106,4024,1616127
09-30-2020,CHIMERIX INC,16934W106,4328,1738099
09-30-2020,CHIMERIX INC,16934W106,29,11535
09-30-2020,CHIMERIX INC,16934W106,76,30547
09-30-2020,CHINA AUTOMOTIVE SYS INC,16936R105,40,13439
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,405,3642
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,258,2319
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,53,480
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,558,5017
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,895,8057
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,40825,367331
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,3582,32227
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,1727,15541
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,1719,15471
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,1703,15322
09-30-2020,CHINA BIOLOGIC PRODS HLDGS I,G21515104,616,5544
09-30-2020,CHINA MOBILE LIMITED,16941M109,9933,308865
09-30-2020,CHINA MOBILE LIMITED,16941M109,140,4362
09-30-2020,CHINA MOBILE LIMITED,16941M109,2605,81003
09-30-2020,CHINA MOBILE LIMITED,16941M109,26720,830837
09-30-2020,CHINA MOBILE LIMITED,16941M109,5,158
09-30-2020,CHINA MOBILE LIMITED,16941M109,105,3256
09-30-2020,CHINA MOBILE LIMITED,16941M109,102,3175
09-30-2020,CHINA TELECOM CORP LTD,169426103,3,93
09-30-2020,CHINA UNICOM HONG KONG,16945R104,2790,426664
09-30-2020,CHINA UNICOM HONG KONG,16945R104,44,6726
09-30-2020,CHINA UNICOM HONG KONG,16945R104,3978,608235
09-30-2020,CHINA UNICOM HONG KONG,16945R104,464,70927
09-30-2020,CHINA YUCHAI INTL LTD,G21082105,60,3343
09-30-2020,CHINA YUCHAI INTL LTD,G21082105,2348,130448
09-30-2020,CHINA YUCHAI INTL LTD,G21082105,2119,117710
09-30-2020,CHINA YUCHAI INTL LTD,G21082105,644,35799
09-30-2020,CHINA YUCHAI INTL LTD,G21082105,230,12754
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,387,23864
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,2498,153890
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,188,11557
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,1601,98669
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,3505,215953
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,20479,1261783
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,3729,229748
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,42,2594
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,2658,163799
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,552,33992
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,529,32619
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,195,12016
09-30-2020,CHINDATA GROUP HLDGS LTD,16955F107,11434,704524
09-30-2020,CHIPMOS TECHNOLOGIES INC,16965P202,0,16
