<DOCUMENT>
<TYPE>13F-HR
<SEQUENCE>1
<FILENAME>ren_13f_q3_2012.txt
<DESCRIPTION>13F Q3 2012
<TEXT>
                                  UNITED STATES
                       SECURITIES AND EXCHANGE COMMISSION
                             Washington, D.C. 20549

                                    FORM 13F

                               FORM 13F COVER PAGE

Report for the Calendar Year or Quarter Ended:  September 30, 2012
Check here if Amendment [ ]; Amendment Number:
This Amendment (Check only one.): [ ] is a restatement.
                                  [ ] adds new holdings entries.

Institutional Investment Manager Filing this report:

Name:    Renaissance Technologies, L.L.C.
Address: 800 Third Avenue
         33rd floor
         New York, NY 10022

13F File Number:  28-6262

The institutional investment manager filing this report and the person
by whom it is signed hereby represent that the person
signing the report is authorized to submit it, that all information
contained herein is true, correct and complete, and that it is
understood that all required items, statements, schedules, lists, and
tables, are considered integral parts of this form.


Person Signing this Report on Behalf of Reporting Manager:

Name:    Mark Silber
Title:   Executive Vice President
Phone    (212) 486-6780
Signature, Place, and Date of Signing:

       Mark Silber       New York, New York    November 13, 2012
Report Type (Check only one.):

[X]         13F HOLDINGS REPORT.
[ ]         13F NOTICE.
[ ]         13F COMBINATION REPORT.

I AM SIGNING THIS REPORT AS REQUIRED BY THE SECURITIES EXCHANGE ACT OF 1934.




                              FORM 13F SUMMARY PAGE


Report Summary:

Number of Other Included Managers:       0

Form 13F Information Table Entry Total:  2802
Form 13F Information Table Value (x $1000) Total:  $32566460

<TABLE>                        <C>                                          <C>
       FORM 13F INFORMATION TABLE
                                                         VALUE    SHARES/ SH/ PUT/ INVSTMT   OTHER         VOTING AUTHORITY
       NAME OF ISSUER         TITLE OF CLASS   CUSIP    (x1000)   PRN AMT PRN CALL DSCREIN  MANAGERS     SOLE    SHARED   NONE
PRANA BIOTECHNOLOGY LTD      SPONSORED ADR    739727105      100    42200 SH       SOLE                   42200        0        0
PRECISION CASTPARTS CORP     COM              740189105    84349   516400 SH       SOLE                  172079        0   344321
PRECISION DRILLING CORP      COM 2010         74022D308      702    89552 SH       SOLE                       0        0    89552
PREFERRED BK LOS ANGELES CA  COM NEW          740367404     1305    92055 SH       SOLE                   91655        0      400
PRESIDENTIAL LIFE CORP       COM              740884101      320    23000 SH       SOLE                       0        0    23000
PRESSTEK INC                 COM              741113104       48    97900 SH       SOLE                   97900        0        0
PRGX GLOBAL INC              COM NEW          69357C503     9312  1087900 SH       SOLE                 1087900        0        0
PRICELINE COM INC            COM NEW          741503403    73112   118100 SH       SOLE                  118100        0        0
PRICESMART INC               COM              741511109     2696    35600 SH       SOLE                     578        0    35022
PRIMERO MNG CORP             COM              74164W106     2257   432400 SH       SOLE                  253200        0   179200
PRIMO WTR CORP               COM              74165N105       31    29080 SH       SOLE                       0        0    29080
PRIMORIS SVCS CORP           COM              74164F103     1160    88900 SH       SOLE                   88900        0        0
PRIMUS TELECOMMUNICATIONS GR COM              741929301      974    63800 SH       SOLE                   52700        0    11100
PRIVATEBANCORP INC           COM              742962103     3757   234947 SH       SOLE                   30171        0   204776
PROASSURANCE CORP            COM              74267C106     5363    59300 SH       SOLE                    7498        0    51802
PROCTER & GAMBLE CO          COM              742718109    93090  1342129 SH       SOLE                      21        0  1342108
PROGENICS PHARMACEUTICALS IN COM              743187106      452   157015 SH       SOLE                   41500        0   115515
PROGRESSIVE CORP OHIO        COM              743315103     3099   149400 SH       SOLE                    5181        0   144219
PROGRESSIVE WASTE SOLUTIONS  COM              74339G101     5003   243200 SH       SOLE                  243200        0        0
PROLOR BIOTECH INC           COM              74344F106      113    23300 SH       SOLE                     200        0    23100
PROMOTORA DE INFORMACIONES S ADR CL A SHS     74343G204       22    11617 SH       SOLE                    9081        0     2536
PROPHASE LABS INC            COM              74345W108       88    68100 SH       SOLE                   68100        0        0
PROS HOLDINGS INC            COM              74346Y103      688    36100 SH       SOLE                   36100        0        0
PROSPERITY BANCSHARES INC    COM              743606105     1410    33088 SH       SOLE                     258        0    32830
PROTECTIVE LIFE CORP         COM              743674103     4188   159800 SH       SOLE                       0        0   159800
PROVIDENCE SVC CORP          COM              743815102     5430   418000 SH       SOLE                  418000        0        0
PROVIDENT FINL HLDGS INC     COM              743868101     1725   121400 SH       SOLE                  105985        0    15415
PROVIDENT FINL SVCS INC      COM              74386T105      782    49500 SH       SOLE                   17487        0    32013
PRUDENTIAL BANCORP INC PA    COM              744319104      333    56500 SH       SOLE                   56500        0        0
PS BUSINESS PKS INC CALIF    COM              69360J107     6829   102200 SH       SOLE                   93000        0     9200
PSIVIDA CORP                 COM              74440J101       59    36100 SH       SOLE                   36100        0        0
PSS WORLD MED INC            COM              69366A100     2685   117856 SH       SOLE                       0        0   117856
PSYCHEMEDICS CORP            COM NEW          744375205     3719   308100 SH       SOLE                  308100        0        0
PUBLIC STORAGE               COM              74460D109    16533   118800 SH       SOLE                  118800        0        0
PULSE ELECTRONICS CORP       COM              74586W106      489   596200 SH       SOLE                  301100        0   295100
PULTE GROUP INC              COM              745867101    24328  1569567 SH       SOLE                       0        0  1569567
PVF CAPITAL CORP             COM              693654105       62    29500 SH       SOLE                   29500        0        0
PVH CORP                     COM              693656100     5698    60800 SH       SOLE                       0        0    60800
PYRAMID OIL CO               COM              747215101      324    75700 SH       SOLE                   75700        0        0
PZENA INVESTMENT MGMT INC    CLASS A          74731Q103      634   121700 SH       SOLE                  121700        0        0
QAD INC                      CL A             74727D306     3035   223477 SH       SOLE                  223077        0      400
QC HLDGS INC                 COM              74729T101      244    69300 SH       SOLE                   69300        0        0
QEP RES INC                  COM              74733V100    16033   506400 SH       SOLE                   16296        0   490104
QKL STORES INC               COM NEW          74732Y204       44    58700 SH       SOLE                   58700        0        0
QLIK TECHNOLOGIES INC        COM              74733T105    11432   510600 SH       SOLE                    5316        0   505284
QLOGIC CORP                  COM              747277101    18988  1662684 SH       SOLE                 1161692        0   500992
QLT INC                      COM              746927102     6350   815203 SH       SOLE                  706953        0   108250
QR ENERGY LP                 UNIT LTD PRTNS   74734R108     1266    64870 SH       SOLE                       0        0    64870
QUAD / GRAPHICS INC          COM CL A         747301109     5190   306002 SH       SOLE                    2253        0   303749
QUALCOMM INC                 COM              747525103    63092  1009960 SH       SOLE                  273900        0   736060
QUALITY SYS INC              COM              747582104    13363   721176 SH       SOLE                   93763        0   627413
QUALSTAR CORP                COM              74758R109      133    91200 SH       SOLE                   91200        0        0
QUANTUM CORP                 COM DSSG         747906204      629   390568 SH       SOLE                  142100        0   248468
QUEST RARE MINERALS LTD      COM              74836T101      124    86100 SH       SOLE                   47000        0    39100
QUESTCOR PHARMACEUTICALS INC COM              74835Y101     2418   130900 SH       SOLE                  130900        0        0
QUICKLOGIC CORP              COM              74837P108      139    49662 SH       SOLE                   33100        0    16562
QUICKSILVER RESOURCES INC    COM              74837R104     4281  1046600 SH       SOLE                   76433        0   970167
QUIKSILVER INC               COM              74838C106      110    33200 SH       SOLE                       0        0    33200
RACKSPACE HOSTING INC        COM              750086100    22081   334100 SH       SOLE                  123600        0   210500
RADA ELECTR INDS LTD         SHS NEW          M81863116       53    45733 SH       SOLE                   45733        0        0
RADCOM LTD                   SHS NEW          M81865111      346   106825 SH       SOLE                  106825        0        0
RADIO ONE INC                CL A             75040P108       66    81400 SH       SOLE                   81400        0        0
RADISYS CORP                 COM              750459109     3758  1043920 SH       SOLE                 1033800        0    10120
RADWARE LTD                  ORD              M81873107     2075    57600 SH       SOLE                   57600        0        0
RAILAMERICA INC              COM              750753402     2950   107400 SH       SOLE                   40883        0    66517
RAINMAKER SYSTEMS            COM NEW          750875304      287   241400 SH       SOLE                  241400        0        0
RAIT FINANCIAL TRUST         COM NEW          749227609     1111   211570 SH       SOLE                   55966        0   155604
RALCORP HLDGS INC NEW        COM              751028101     2383    32645 SH       SOLE                     259        0    32386
RAMBUS INC DEL               COM              750917106     4225   762571 SH       SOLE                  490117        0   272454
RAMCO-GERSHENSON PPTYS TR    COM SH BEN INT   751452202      456    36400 SH       SOLE                       0        0    36400
RAMTRON INTL CORP            COM NEW          751907304     1247   404900 SH       SOLE                  404900        0        0
RANDGOLD RES LTD             ADR              752344309    28129   228700 SH       SOLE                  228700        0        0
RAVEN INDS INC               COM              754212108     1051    35716 SH       SOLE                       0        0    35716
RAYMOND JAMES FINANCIAL INC  COM              754730109     3921   106975 SH       SOLE                       0        0   106975
RAYONIER INC                 COM              754907103    83106  1695700 SH       SOLE                 1695700        0        0
RBC BEARINGS INC             COM              75524B104      654    13600 SH       SOLE                       0        0    13600
RCM TECHNOLOGIES INC         COM NEW          749360400     2563   463500 SH       SOLE                  463500        0        0
RDA MICROELECTRONICS INC     SPONSORED ADR    749394102      636    59900 SH       SOLE                   48800        0    11100
REACHLOCAL INC               COM              75525F104     4320   344500 SH       SOLE                  327800        0    16700
READING INTERNATIONAL INC    CL A             755408101     1261   213761 SH       SOLE                  161804        0    51957
REALD INC                    COM              75604L105     1677   187600 SH       SOLE                   19563        0   168037
REALNETWORKS INC             COM NEW          75605L708     3994   480077 SH       SOLE                  478623        0     1454
RED HAT INC                  COM              756577102    14193   249265 SH       SOLE                       0        0   249265
RED LION HOTELS CORP         COM              756764106     1551   248100 SH       SOLE                  248100        0        0
RED ROBIN GOURMET BURGERS IN COM              75689M101     2264    69466 SH       SOLE                   10379        0    59087
REDIFF COM INDIA LTD         SPONSORED ADR    757479100      338    89256 SH       SOLE                   61413        0    27843
REGAL ENTMT GROUP            CL A             758766109     9191   653200 SH       SOLE                  152361        0   500839
REGIONS FINANCIAL CORP NEW   COM              7591EP100    54340  7552528 SH       SOLE                 2680647        0  4871881
REGIS CORP MINN              COM              758932107     3742   203600 SH       SOLE                   43363        0   160237
REIS INC                     COM              75936P105     1890   165200 SH       SOLE                  165200        0        0
RELIV INTL INC               COM              75952R100      432   327100 SH       SOLE                  327100        0        0
RELM WIRELESS CORP           COM              759525108      393   222300 SH       SOLE                  222300        0        0
REMARK MEDIA INC             COM              75954W107       20    10370 SH       SOLE                   10370        0        0
RENAISSANCERE HOLDINGS LTD   COM              G7496G103    19707   255800 SH       SOLE                   77215        0   178585
RENASANT CORP                COM              75970E107      857    43700 SH       SOLE                   43700        0        0
RENTECH INC                  COM              760112102    13449  5467200 SH       SOLE                 5424767        0    42433
RENTRAK CORP                 COM              760174102     1991   117600 SH       SOLE                   97300        0    20300
REPLIGEN CORP                COM              759916109     3881   651100 SH       SOLE                  547378        0   103722
REPROS THERAPEUTICS INC      COM NEW          76028H209      592    38888 SH       SOLE                       0        0    38888
REPUBLIC AWYS HLDGS INC      COM              760276105     3588   775000 SH       SOLE                  775000        0        0
REPUBLIC BANCORP KY          CL A             760281204      795    36200 SH       SOLE                   36200        0        0
REPUBLIC FIRST BANCORP INC   COM              760416107      354   166900 SH       SOLE                  166900        0        0
RESEARCH IN MOTION LTD       COM              760975102   127074 16943178 SH       SOLE                12225400        0  4717778
RESMED INC                   COM              761152107    50837  1256154 SH       SOLE                  821777        0   434377
RESOURCE AMERICA INC         CL A             761195205       99    14418 SH       SOLE                   10200        0     4218
RESOURCE CAP CORP            COM              76120W302     5114   869683 SH       SOLE                   59448        0   810235
RESOURCES CONNECTION INC     COM              76122Q105     4135   314527 SH       SOLE                  119643        0   194884
RETAIL OPPORTUNITY INVTS COR COM              76131N101     4217   327700 SH       SOLE                       0        0   327700
RETALIX LTD                  ORD              M8215W109     3481   168200 SH       SOLE                  168200        0        0
REVETT MINERALS INC          COM NEW          761505205      135    37900 SH       SOLE                   31200        0     6700
REX AMERICAN RESOURCES CORP  COM              761624105     5045   280100 SH       SOLE                  267190        0    12910
REYNOLDS AMERICAN INC        COM              761713106    89852  2073200 SH       SOLE                 1949400        0   123800
RF INDS LTD                  COM PAR $0.01    749552105      231    53900 SH       SOLE                   53900        0        0
RF MICRODEVICES INC          COM              749941100     3405   863100 SH       SOLE                  863100        0        0
RICHARDSON ELECTRS LTD       COM              763165107     6320   532400 SH       SOLE                  532400        0        0
RICHMONT MINES INC           COM              76547T106    10751  2258700 SH       SOLE                 2151800        0   106900
RICKS CABARET INTL INC       COM NEW          765641303      639    77200 SH       SOLE                   70400        0     6800
RIGNET INC                   COM              766582100     1469    79400 SH       SOLE                   79400        0        0
RIMAGE CORP                  COM              766721104     2991   443159 SH       SOLE                  424700        0    18459
RIO TINTO PLC                SPONSORED ADR    767204100    32900   703600 SH       SOLE                       0        0   703600
RITE AID CORP                COM              767754104     2906  2483590 SH       SOLE                      75        0  2483515
RLI CORP                     COM              749607107     2120    31800 SH       SOLE                     508        0    31292
RLJ LODGING TR               COM              74965L101      851    45000 SH       SOLE                       0        0    45000
ROADRUNNER TRNSN SVCS HLDG I COM              76973Q105      312    19300 SH       SOLE                       0        0    19300
ROBBINS & MYERS INC          COM              770196103    26125   438335 SH       SOLE                  186401        0   251934
ROBERT HALF INTL INC         COM              770323103     1683    63200 SH       SOLE                       0        0    63200
ROCHESTER MED CORP           COM              771497104     1061    89800 SH       SOLE                   89800        0        0
ROCKVILLE FINL INC NEW       COM              774188106     4195   341896 SH       SOLE                  323764        0    18132
ROCKWELL AUTOMATION INC      COM              773903109    37028   532400 SH       SOLE                   40235        0   492165
ROCKWOOD HLDGS INC           COM              774415103    16640   357078 SH       SOLE                   61468        0   295610
ROCKY BRANDS INC             COM              774515100     1938   167800 SH       SOLE                  167800        0        0
ROCKY MTN CHOCOLATE FACTORY  COM PAR $0.03    774678403     2634   208085 SH       SOLE                  198185        0     9900
ROGERS COMMUNICATIONS INC    CL B             775109200     8234   203800 SH       SOLE                  119715        0    84085
ROLLINS INC                  COM              775711104     3090   132100 SH       SOLE                  132100        0        0
ROMA FINANCIAL CORP          COM              77581P109     1938   217700 SH       SOLE                  217700        0        0
ROSETTA RESOURCES INC        COM              777779307     2720    56800 SH       SOLE                   56800        0        0
ROSETTA STONE INC            COM              777780107     3479   272900 SH       SOLE                  272900        0        0
ROSS STORES INC              COM              778296103   128254  1985664 SH       SOLE                 1023082        0   962582
ROVI CORP                    COM              779376102    13230   911771 SH       SOLE                  191717        0   720054
ROWAN COMPANIES PLC          SHS CL A         G7665A101     6693   198200 SH       SOLE                     100        0   198100
ROYAL BANCSHARES PA INC      CL A             780081105       90    40000 SH       SOLE                   40000        0        0
ROYAL BK SCOTLAND GROUP PLC  SPON ADR F       780097804      302    12200 SH       SOLE                      66        0    12134
ROYAL BK SCOTLAND GROUP PLC  SPONS ADR 20 ORD 780097689      711    85513 SH       SOLE                   41728        0    43785
ROYAL DUTCH SHELL PLC        SPON ADR B       780259107    32672   458227 SH       SOLE                  145392        0   312835
ROYAL DUTCH SHELL PLC        SPONS ADR A      780259206    14387   207275 SH       SOLE                    8300        0   198975
ROYAL GOLD INC               COM              780287108    32476   325309 SH       SOLE                     108        0   325201
RPM INTL INC                 COM              749685103     8616   301892 SH       SOLE                   89861        0   212031
RPX CORP                     COM              74972G103     2486   222100 SH       SOLE                  152900        0    69200
RRSAT GLOBAL COMM NTWRK LTD  SHS              M8183P102      352    63000 SH       SOLE                   63000        0        0
RTI BIOLOGICS INC            COM              74975N105     1709   408955 SH       SOLE                  390400        0    18555
RUBY TUESDAY INC             COM              781182100      689    95100 SH       SOLE                    1204        0    93896
RUDOLPH TECHNOLOGIES INC     COM              781270103      705    67135 SH       SOLE                       0        0    67135
RUE21 INC                    COM              781295100      548    17600 SH       SOLE                    5000        0    12600
RUSH ENTERPRISES INC         CL B             781846308      774    46100 SH       SOLE                   46100        0        0
RUTHS HOSPITALITY GROUP INC  COM              783332109      383    59966 SH       SOLE                   21630        0    38336
RYANAIR HLDGS PLC            SPONSORED ADR    783513104    74849  2320896 SH       SOLE                 2167848        0   153048
RYDER SYS INC                COM              783549108     7378   188900 SH       SOLE                    2919        0   185981
RYLAND GROUP INC             COM              783764103    24621   820700 SH       SOLE                  157598        0   663102
S L INDS INC                 COM              784413106      916    61500 SH       SOLE                   61500        0        0
S Y BANCORP INC              COM              785060104      793    33500 SH       SOLE                   33500        0        0
S&W SEED CO                  COM              785135104      103    16900 SH       SOLE                   11400        0     5500
SABINE ROYALTY TR            UNIT BEN INT     785688102     1028    19900 SH       SOLE                       0        0    19900
SABRA HEALTH CARE REIT INC   COM              78573L106     3450   172415 SH       SOLE                   23998        0   148417
SAFETY INS GROUP INC         COM              78648T100      233     5086 SH       SOLE                      99        0     4987
SAFEWAY INC                  COM NEW          786514208     4701   292200 SH       SOLE                       0        0   292200
SAGA COMMUNICATIONS INC      CL A NEW         786598300     2863    70651 SH       SOLE                   70651        0        0
SAIA INC                     COM              78709Y105     2564   127299 SH       SOLE                    7800        0   119499
SAIC INC                     COM              78390X101     8010   665300 SH       SOLE                  665300        0        0
SALEM COMMUNICATIONS CORP DE CL A             794093104     1013   193400 SH       SOLE                  193400        0        0
SALESFORCE COM INC           COM              79466L302    49380   323400 SH       SOLE                       0        0   323400
SALIX PHARMACEUTICALS INC    COM              795435106     7499   177119 SH       SOLE                    1300        0   175819
SALLY BEAUTY HLDGS INC       COM              79546E104    48093  1916800 SH       SOLE                 1509500        0   407300
SANCHEZ ENERGY CORP          COM              79970Y105      393    19259 SH       SOLE                       0        0    19259
SANDRIDGE ENERGY INC         COM              80007P307     9845  1411478 SH       SOLE                       0        0  1411478
SANDRIDGE MISSISSIPPIAN TR I UNIT BEN INT     80007T101     2167    88000 SH       SOLE                       0        0    88000
SANDRIDGE PERMIAN TR         COM UNIT BEN INT 80007A102     2004   100600 SH       SOLE                       0        0   100600
SANDY SPRING BANCORP INC     COM              800363103      560    29100 SH       SOLE                   29100        0        0
SANFILIPPO JOHN B & SON INC  COM              800422107     2067   158786 SH       SOLE                  158200        0      586
SANMINA SCI CORP             COM NEW          800907206      496    58233 SH       SOLE                     200        0    58033
SANTARUS INC                 COM              802817304    14267  1606643 SH       SOLE                 1606643        0        0
SAPIENS INTL CORP N V        SHS NEW          N7716A151      370   101700 SH       SOLE                  101700        0        0
SASOL LTD                    SPONSORED ADR    803866300     6308   141500 SH       SOLE                   44666        0    96834
SATCON TECHNOLOGY CORP       COM NEW          803893403       43    39332 SH       SOLE                      89        0    39243
SAUER-DANFOSS INC            COM              804137107     5830   145000 SH       SOLE                   43411        0   101589
SAUL CTRS INC                COM              804395101     1225    27600 SH       SOLE                   27600        0        0
SAVIENT PHARMACEUTICALS INC  COM              80517Q100      464   185649 SH       SOLE                      43        0   185606
SBA COMMUNICATIONS CORP      COM              78388J106    84761  1347549 SH       SOLE                  429068        0   918481
SCBT FINANCIAL CORP          COM              78401V102      294     7300 SH       SOLE                    7300        0        0
SCHIFF NUTRITION INTL INC    COM              806693107    13435   555400 SH       SOLE                  555400        0        0
SCHMITT INDS INC ORE         COM NEW          806870200      242    74500 SH       SOLE                   74500        0        0
SCHNITZER STL INDS           CL A             806882106     3811   135396 SH       SOLE                    1248        0   134148
SCHOLASTIC CORP              COM              807066105     8021   252401 SH       SOLE                   70669        0   181732
SCHOOL SPECIALTY INC         COM              807863105      752   326901 SH       SOLE                  214317        0   112584
SCHULMAN A INC               COM              808194104      256    10753 SH       SOLE                     200        0    10553
SCHWEITZER-MAUDUIT INTL INC  COM              808541106     4045   122600 SH       SOLE                   38041        0    84559
SCIENTIFIC GAMES CORP        CL A             80874P109      470    56800 SH       SOLE                       0        0    56800
SCIENTIFIC LEARNING CORP     COM              808760102       30    29300 SH       SOLE                   29300        0        0
SCIQUEST INC NEW             COM              80908T101     4616   253600 SH       SOLE                  253600        0        0
SCRIPPS E W CO OHIO          CL A NEW         811054402      313    29354 SH       SOLE                       0        0    29354
SEABOARD CORP                COM              811543107    15545     6878 SH       SOLE                    6878        0        0
SEABRIDGE GOLD INC           COM              811916105      687    35400 SH       SOLE                       0        0    35400
SEABRIGHT HOLDINGS INC       COM              811656107      464    42200 SH       SOLE                       0        0    42200
SEACHANGE INTL INC           COM              811699107     1152   146748 SH       SOLE                  145800        0      948
SEACOAST BKG CORP FLA        COM              811707306      372   233900 SH       SOLE                  158385        0    75515
SEACUBE CONTAINER LEASING LT SHS              G79978105      379    20200 SH       SOLE                       3        0    20197
SEADRILL LIMITED             SHS              G7945E105    61974  1580174 SH       SOLE                  521251        0  1058923
SEAGATE TECHNOLOGY PLC       SHS              G7945M107    41022  1325000 SH       SOLE                 1325000        0        0
SEALY CORP                   COM              812139301     1076   493600 SH       SOLE                  493600        0        0
SEANERGY MARITIME HLDGS CORP SHS              Y73760129      121    58201 SH       SOLE                   58201        0        0
SEASPAN CORP                 SHS              Y75638109      265    16800 SH       SOLE                       0        0    16800
SEATTLE GENETICS INC         COM              812578102     8309   308413 SH       SOLE                   31222        0   277191
SEI INVESTMENTS CO           COM              784117103     6275   292700 SH       SOLE                  292700        0        0
SELECT COMFORT CORP          COM              81616X103    17329   549600 SH       SOLE                  549600        0        0
SELECT MED HLDGS CORP        COM              81619Q105      963    85784 SH       SOLE                    2000        0    83784
SELECT SECTOR SPDR TR        SBI CONS DISCR   81369Y407      627    13400 SH       SOLE                   13400        0        0
SELECT SECTOR SPDR TR        SBI CONS STPLS   81369Y308      433    12100 SH       SOLE                   12100        0        0
SELECT SECTOR SPDR TR        SBI HEALTHCARE   81369Y209      409    10200 SH       SOLE                   10200        0        0
SELECT SECTOR SPDR TR        SBI INT-ENERGY   81369Y506      610     8300 SH       SOLE                    8300        0        0
SELECT SECTOR SPDR TR        SBI INT-FINL     81369Y605    35949  2305900 SH       SOLE                 2305900        0        0
SELECTICA INC                COM NEW          816288203      586   106914 SH       SOLE                  106914        0        0
SEMGROUP CORP                CL A             81663A105     8686   235700 SH       SOLE                  191100        0    44600
SEMICONDUCTOR MFG INTL CORP  SPONSORED ADR    81663N206     2370  1316522 SH       SOLE                 1287866        0    28656
SEMILEDS CORP                COM              816645105      655   380700 SH       SOLE                  380700        0        0
SENIOR HSG PPTYS TR          SH BEN INT       81721M109    14993   688400 SH       SOLE                  135313        0   553087
SENOMYX INC                  COM              81724Q107      528   277845 SH       SOLE                  159900        0   117945
SENSIENT TECHNOLOGIES CORP   COM              81725T100      640    17400 SH       SOLE                       0        0    17400
SEQUANS COMMUNICATIONS S A   SPONSORED ADS    817323108       20    11750 SH       SOLE                       0        0    11750
SERVICESOURCE INTL LLC       COM              81763U100      681    66300 SH       SOLE                       0        0    66300
SHANDA GAMES LTD             SP ADR REPTG A   81941U105     4192  1112000 SH       SOLE                  692442        0   419558
SHANGPHARMA CORP             SPONSORED ADR    81943P104      112    14700 SH       SOLE                    9100        0     5600
SHARPS COMPLIANCE CORP       COM              820017101       98    37400 SH       SOLE                   37400        0        0
SHENANDOAH TELECOMMUNICATION COM              82312B106     1371    77900 SH       SOLE                   77900        0        0
SHENGKAI INNOVATIONS INC     COM NEW          82321P203      263   359600 SH       SOLE                  359600        0        0
SHIP FINANCE INTERNATIONAL L SHS              G81075106     2440   155232 SH       SOLE                   51300        0   103932
SHIRE PLC                    SPONSORED ADR    82481R106    28367   319812 SH       SOLE                  293900        0    25912
SHOE CARNIVAL INC            COM              824889109      581    24700 SH       SOLE                   19900        0     4800
SHORE BANCSHARES INC         COM              825107105      252    41800 SH       SOLE                   41800        0        0
SHORETEL INC                 COM              825211105     2335   571000 SH       SOLE                  559900        0    11100
SI FINL GROUP INC MD         COM              78425V104      571    48700 SH       SOLE                   48260        0      440
SIEBERT FINL CORP            COM              826176109       35    24000 SH       SOLE                   24000        0        0
SIERRA WIRELESS INC          COM              826516106     1370   176084 SH       SOLE                  140097        0    35987
SIFCO INDS INC               COM              826546103      419    23000 SH       SOLE                   23000        0        0
SIFY TECHNOLOGIES LIMITED    SPONSORED ADR    82655M107       74    32019 SH       SOLE                       0        0    32019
SIGMA DESIGNS INC            COM              826565103     2596   392800 SH       SOLE                  392800        0        0
SIGMATRON INTL INC           COM              82661L101      268    61500 SH       SOLE                   61500        0        0
SIGNATURE BK NEW YORK N Y    COM              82669G104    12287   183174 SH       SOLE                   24990        0   158184
SILGAN HOLDINGS INC          COM              827048109      398     9140 SH       SOLE                      11        0     9129
SILICOM LTD                  ORD              M84116108      543    35000 SH       SOLE                   28100        0     6900
SILICON IMAGE INC            COM              82705T102    11002  2407467 SH       SOLE                 2407467        0        0
SILICON LABORATORIES INC     COM              826919102     3169    86200 SH       SOLE                   86200        0        0
SILICON MOTION TECHNOLOGY CO SPONSORED ADR    82706C108     5653   382500 SH       SOLE                  382500        0        0
SILICONWARE PRECISION INDS L SPONSD ADR SPL   827084864      566   102800 SH       SOLE                  102800        0        0
SILVER STD RES INC           COM              82823L106     5023   313354 SH       SOLE                       6        0   313348
SILVER WHEATON CORP          COM              828336107    65418  1647400 SH       SOLE                 1647400        0        0
SILVERCORP METALS INC        COM              82835P103    25711  3967700 SH       SOLE                 3967700        0        0
SIMCERE PHARMACEUTICAL GROUP SPON ADR         82859P104      648    73600 SH       SOLE                   32900        0    40700
SIMON PPTY GROUP INC NEW     COM              828806109     8593    56605 SH       SOLE                     700        0    55905
SIMULATIONS PLUS INC         COM              829214105     1148   249100 SH       SOLE                  249100        0        0
SINCLAIR BROADCAST GROUP INC CL A             829226109      746    66571 SH       SOLE                       0        0    66571
SINO GLOBAL SHIPPING AMER LT COM              82935V109       34    15500 SH       SOLE                   15500        0        0
SINOCOKING COAL & COKE CH IN COM              829357102       36    21100 SH       SOLE                   21100        0        0
SINOPEC SHANGHAI PETROCHEMIC SPON ADR H       82935M109      253     9900 SH       SOLE                    5900        0     4000
SINOVAC BIOTECH LTD          SHS              P8696W104      779   309000 SH       SOLE                  309000        0        0
SIRIUS XM RADIO INC          COM              82967N108    19129  7385700 SH       SOLE                  100170        0  7285530
SIX FLAGS ENTMT CORP NEW     COM              83001A102     5204    88500 SH       SOLE                      53        0    88447
SKECHERS U S A INC           CL A             830566105     6640   325500 SH       SOLE                   60592        0   264908
SKILLED HEALTHCARE GROUP INC CL A             83066R107      163    25374 SH       SOLE                      72        0    25302
SKY-MOBI LTD                 SPONSORED ADS    83084G109      232   104500 SH       SOLE                  104500        0        0
SKYLINE CORP                 COM              830830105      907   165502 SH       SOLE                  130228        0    35274
SKYPEOPLE FRUIT JUICE INC    COM NEW          83086T208      176   110000 SH       SOLE                  110000        0        0
SKYWEST INC                  COM              830879102      676    65477 SH       SOLE                   57600        0     7877
SKYWORKS SOLUTIONS INC       COM              83088M102     6846   290583 SH       SOLE                       0        0   290583
SM ENERGY CO                 COM              78454L100    31351   579400 SH       SOLE                   52970        0   526430
SMART BALANCE INC            COM              83169Y108     3862   319700 SH       SOLE                   45199        0   274501
SMART TECHNOLOGIES INC       CL A SUB VTG S   83172R108     1289   790823 SH       SOLE                  702419        0    88404
SMARTHEAT INC                COM NEW          83172F203       34    83900 SH       SOLE                   83900        0        0
SMARTPROS LTD                COM              83171G103      131    80000 SH       SOLE                   80000        0        0
SMITH & NEPHEW PLC           SPDN ADR NEW     83175M205     2376    43100 SH       SOLE                   42800        0      300
SMITH & WESSON HLDG CORP     COM              831756101    37398  3395200 SH       SOLE                 2157870        0  1237330
SMITH MICRO SOFTWARE INC     COM              832154108      752   466960 SH       SOLE                  447349        0    19611
SMITHFIELD FOODS INC         COM              832248108    27270  1387762 SH       SOLE                  319170        0  1068592
SMTC CORP                    COM NEW          832682207      131    42000 SH       SOLE                   42000        0        0
SMUCKER J M CO               COM NEW          832696405    41646   482403 SH       SOLE                   84984        0   397419
SNYDERS-LANCE INC            COM              833551104      248     9920 SH       SOLE                       0        0     9920
SOCIEDAD QUIMICA MINERA DE C SPON ADR SER B   833635105    10923   177200 SH       SOLE                   48200        0   129000
SOHU COM INC                 COM              83408W103     2681    63700 SH       SOLE                   63700        0        0
SOLARWINDS INC               COM              83416B109    91880  1648371 SH       SOLE                 1178645        0   469726
SOLERA HOLDINGS INC          COM              83421A104     2215    50500 SH       SOLE                     100        0    50400
